"CODIGOINE","SUPERFICIE","ALTITUD","LONGITUD_ETRS89","LATITUD_ETRS89","EDAD_MEDIA","de0.18","de19.67","masde68","de0.12","HOMBRES","MUJERES"
"08295",2381.3396,190,1.93107649,41.38542932,41.49431818,3182,9467,2135,2113,7408,7376
"08296",1060.527,231,2.30830348,41.52613666,39.94828958,624,1615,275,381,1280,1234
"08297",3897.3,568,1.48696178,41.65626071,46.67664671,32,88,47,26,94,73
"08298",3079.4448,485,2.25573569,41.92838354,40.62153125,9204,28671,6089,6375,21933,22031
"08299",2245.076,757,1.92872671,42.13734441,54.93632075,33,263,128,17,222,202
"08300",2007.7561,275,1.95511589,41.55777957,41.13189935,1551,4982,859,922,3660,3732
"08301",2006.4806,18,2.01824715,41.31732529,40.99305987,13831,43008,9154,9467,32731,33262
"08302",1048.44,304,1.63933412,41.57161802,40.92961401,2602,8013,1717,1797,6173,6159
"08303",5802.73,553,2.38743341,41.94845277,47.90415335,37,211,65,26,153,160
"08304",933.2448,277,1.6620982,41.38941699,43.71755027,232,677,185,148,575,519
"08305",1991.2483,228,1.6977467,41.3472121,41.76892138,8150,25293,6089,5621,19333,20199
"08306",590.9276,203,2.44470957,41.65302118,40.53623188,151,441,98,105,347,343
"08307",3386.5091,25,1.7238399,41.22721991,43.41885982,12243,42988,10846,8000,31979,34098
"08308",6720.75,730,1.77659209,41.94621961,47.65895954,34,93,46,21,88,85
"08901",4782.1341,842,2.46526331,42.02376834,51.28469751,33,177,71,23,143,138
"08902",1552.2239,89,2.28794144,41.55437637,38.33434248,1361,3415,509,935,2664,2621
"08903",1164.9902,965,1.89299634,42.22396946,48.57024793,33,153,56,21,133,109
"08904",93.21,117,2.1146554,41.50774059,43.22256052,2514,8629,2323,1675,6586,6880
"08905",539.33,91,1.96561405,41.41281184,42.61907939,523,2074,401,362,1475,1523
"09001",3507.3063,839,-3.58176303,42.62324935,59.03703704,0,17,10,0,19,8
"09003",1027.8946,822,-3.82309492,41.59422333,53.50678733,19,131,71,6,111,110
"09006",1795.4759,744,-3.50447563,42.71727408,61.48214286,2,30,24,2,34,22
"09007",944.5545,683,-3.32851643,42.59013202,59.76666667,1,38,21,0,35,25
"09009",1236.2872,830,-3.79109464,42.27617073,39.58604651,55,138,22,38,112,103
"09010",833.4018,798,-3.35835902,42.47376788,61.20588235,0,24,10,0,26,8
"09011",5214.1075,1021,-3.84781048,42.90751582,56.16883117,6,47,24,1,46,31
"09012",3438.9025,893,-3.95206783,42.95577592,51.95,10,63,27,7,58,42
"09013",821.9132,715,-3.07810504,42.60308288,55,3,32,18,2,29,24
"09014",13985.0904,1019,-3.63301961,42.80759204,57.87830688,4,121,64,2,111,78
"09016",1250.9277,551,-3.06108867,42.65622713,45.2970297,15,67,19,13,57,44
"09017",1344.2256,807,-3.93108325,41.75274276,51.10447761,17,73,44,13,74,60
"09018",12727.5752,798,-3.68924298,41.67155079,44.42953742,5591,20898,6046,3823,15833,16702
"09019",2668.4666,882,-3.43000594,41.73768375,53.31707317,13,99,52,11,99,65
"09020",5710.0776,998,-3.38774946,41.85988019,52.61585366,40,185,103,25,175,153
"09021",1850.4428,943,-3.41128952,41.81994191,53.76271186,5,33,21,5,36,23
"09022",1358.8301,922,-3.42318598,41.7979665,61,3,39,31,0,43,30
"09023",3144.4945,850,-3.75669789,42.2646946,33.98769988,483,1060,83,398,874,752
"09024",2798.9805,790,-4.23380772,42.35737202,49.26404494,20,115,43,15,105,73
"09025",696.472,843,-3.94498769,42.99388092,54.05882353,15,78,43,11,71,65
"09026",7774.3695,996,-3.45701844,42.3225661,53.73429952,27,286,101,19,253,161
"09027",1225.2267,925,-3.39813809,42.41577325,59.78571429,0,30,12,0,26,16
"09029",2475.1807,965,-3.50722367,42.37819325,49.96132597,17,122,42,12,101,80
"09030",4168.2307,905,-3.59472,42.22693,58.00757576,7,80,45,4,77,55
"09032",3689.013,877,-3.82685215,41.98356325,60.98245614,3,60,51,2,61,53
"09033",2138.5878,912,-3.72843333,41.86138405,63.16666667,1,47,30,0,50,28
"09034",6436.5833,811,-4.06383001,42.21452748,58.25816993,11,179,116,4,172,134
"09035",3652.0374,897,-3.55640687,41.77122662,53.56857143,37,201,112,28,208,142
"09036",1543.8259,798,-3.28186109,42.50054846,55.08571429,0,28,7,0,20,15
"09037",6415.7248,1118,-3.17710016,42.14951676,59.7,0,67,43,0,65,45
"09038",1519.2657,951,-3.3589328,42.03921251,59.72868217,6,77,46,5,71,58
"09039",2076.4197,1049,-3.22782337,42.11880545,58.66176471,2,43,23,1,42,26
"09041",387.6484,779,-4.00806803,42.17450285,52.39393939,5,16,12,5,18,15
"09043",4672.0678,631,-3.39159705,42.64603967,59.89108911,9,108,85,7,118,84
"09044",2348.6638,969,-3.46180247,42.39594673,51.82352941,4,37,10,4,26,25
"09045",12066.5512,907,-3.99093223,42.70284526,54.91864407,16,195,84,8,165,130
"09046",775.9456,805,-3.08274797,42.42431187,70.07407407,0,12,15,0,18,9
"09047",1023.4197,796,-4.01281697,42.16860707,51.140625,5,41,18,2,32,32
"09048",13341.1777,769,-3.18970797,42.42058358,49.47678186,225,1159,468,129,942,910
"09050",3372.0847,624,-3.05948965,42.91825097,62.109375,2,33,29,1,32,32
"09051",1571.1621,779,-3.87279034,41.68925075,57.88888889,13,94,73,8,96,84
"09052",783.6886,681,-3.26634298,42.62700037,62,0,20,10,0,21,9
"09054",3315.9974,577,-3.08527931,42.726249,57.51376147,6,69,34,4,63,46
"09055",2107.9942,910,-3.36747646,41.7170936,58.78333333,6,30,24,6,34,26
"09056",8120.3246,718,-3.32390441,42.54897956,44.15364431,1191,4554,1115,724,3421,3439
"09057",992.5997,534,-3.01777366,42.64993755,47.71098266,31,104,38,24,115,58
"09058",1328.37,830,-3.82155717,42.31063017,36.71833648,129,354,46,101,292,237
"09059",10706.2581,859,-3.70419805,42.34113004,45.02177391,30177,112130,33316,20052,83579,92044
"09060",1856.1483,721,-3.26646881,42.65954668,60.87662338,12,75,67,6,84,70
"09061",2656.6785,882,-3.78469404,41.83129186,58.98843931,5,102,66,1,97,76
"09062",1982.6163,1017,-3.24117428,41.93491353,63.45762712,1,29,29,1,29,30
"09063",1298.4669,827,-3.84423655,42.28254663,46.80257511,22,176,35,16,138,95
"09064",4763.2533,954,-3.4874025,41.82503162,52.78004535,37,272,132,21,227,214
"09065",2391.6099,908,-3.73155035,41.61074581,54.54491018,20,90,57,11,99,68
"09066",1324.3556,972,-3.42773232,42.1191362,60.97014925,1,42,24,1,46,21
"09067",2953.1643,1136,-3.04051015,41.93789794,56.17991632,45,247,186,23,253,225
"09068",314.4734,636,-3.4676537,42.73364013,60.75,2,14,12,1,16,12
"09070",2402.8988,1135,-3.35668456,41.96756084,57.5,1,23,10,0,25,9
"09071",4266.2343,780,-3.49895916,42.57698108,56.80487805,1,29,11,1,24,17
"09072",2567.6668,990,-3.62292702,42.286212,42.38942308,73,293,50,49,228,188
"09073",920.7902,914,-3.66675585,42.30172675,37.8041316,336,868,103,248,713,594
"09074",1219.4499,923,-3.61972293,42.33058451,40.84622468,239,738,109,152,573,513
"09075",1131.2185,933,-3.56022661,42.35968259,51.62280702,9,78,27,7,66,48
"09076",1326.1749,836,-3.28418542,42.48163023,56.04,2,16,7,0,19,6
"09077",791.8764,795,-3.23747381,42.67783771,63.64705882,1,21,12,1,16,18
"09078",680.9188,925,-3.39924861,42.06204671,64.7027027,0,20,17,0,20,17
"09079",992.8076,882,-4.03541313,42.32893858,59.94117647,2,28,21,1,32,19
"09082",495.0642,770,-3.08519519,42.4362431,60.075,0,22,18,0,23,17
"09083",1397.9038,790,-3.38578729,42.48291012,57.66666667,0,26,10,0,20,16
"09084",1444.6077,978,-3.23652912,41.98688435,62.1005291,9,87,93,6,123,66
"09085",2641.6449,809,-3.77925901,41.65074019,46.77235772,110,361,144,70,332,283
"09086",2254.409,940,-3.58497145,42.31342998,43.86895674,117,552,117,71,449,337
"09088",1744.4318,825,-4.25335158,42.51574985,60.11666667,0,37,23,0,37,23
"09090",2205.1267,790,-4.17277539,42.3075792,61.1509434,1,32,20,1,29,24
"09091",13606.7317,808,-4.14333499,42.28986434,55.00734394,60,491,266,36,422,395
"09093",1347.3743,822,-3.8195445,42.27236862,46.59770115,22,124,28,17,93,81
"09094",2329.9998,970,-3.59626288,41.98487122,55.21568627,3,29,19,2,31,20
"09095",1257.3285,800,-3.93401407,42.26383898,55.76923077,11,50,30,9,50,41
"09098",6369.5714,704,-3.1363812,42.49270686,54.58003442,45,356,180,23,312,269
"09100",1624.8288,957,-3.37386887,42.42238418,64.82352941,1,25,25,0,36,15
"09101",1528.6409,793,-3.93458074,42.15850774,64.2962963,2,43,36,2,47,34
"09102",1681.7121,568,-3.35706163,42.78086636,64.51428571,0,18,17,0,24,11
"09103",4815.8468,913,-3.79464746,41.88443626,56.70464135,17,138,82,9,131,106
"09104",1849.0291,965,-3.6616739,41.90482155,65.7173913,1,19,26,1,24,22
"09105",3787.4191,1026,-3.52891032,41.906957,57.86363636,5,71,34,3,65,45
"09108",3124.7495,891,-3.69901362,42.20156634,42.69679849,93,366,72,69,291,240
"09109",26070.6445,568,-2.7474592,42.73532879,41.98356983,268,916,155,203,764,575
"09110",3812.1804,1029,-3.40924202,42.01832873,68.2278481,0,35,44,0,50,29
"09112",3435.1664,903,-3.39200543,41.76543493,58.9,7,64,49,4,74,46
"09113",4106.743,880,-3.51886805,42.05751608,50.90714286,73,338,149,49,298,262
"09114",1405.688,1003,-3.61089134,42.1700959,53.34408602,7,58,28,3,51,42
"09115",980.1276,683,-3.20759384,42.64033278,59.01980198,5,57,39,1,57,44
"09117",1191.4536,766,-3.94194795,41.66637828,59.35632184,5,41,41,4,45,42
"09119",1325.6567,1032,-3.56876149,42.12978308,67.77777778,0,20,25,0,15,30
"09120",1875.7717,661,-3.08738906,42.67046641,54.95,4,26,10,2,22,18
"09122",2961.6935,1030,-3.46880111,41.89650781,59.55555556,3,64,32,2,61,38
"09123",693.2901,891,-3.27898856,42.40711808,56.88888889,2,32,11,0,28,17
"09124",13746.1885,747,-3.55285424,43.07635915,49.95599305,234,1031,462,169,904,823
"09125",10269.7289,811,-3.89751306,42.27628832,57.42419355,34,377,209,18,368,252
"09127",2483.9091,974,-3.73864178,41.94343488,56.8852459,5,34,22,3,34,27
"09128",858.158,823,-3.83792443,42.30961119,51.48888889,11,58,21,10,53,37
"09129",6116.7282,995,-3.13660397,42.31438647,59.48076923,6,53,45,3,70,34
"09130",1400.7112,846,-3.13469236,42.41413139,68.87012987,1,33,43,0,44,33
"09131",1369.2405,805,-3.64448173,41.6474269,40.38212635,156,410,83,118,340,309
"09132",967.5379,703,-3.17583879,42.45978176,55.44021739,12,113,59,7,112,72
"09133",1214.5766,978,-3.48354488,42.4188226,47.42553191,8,29,10,4,26,21
"09134",2949.7543,527,-3.29339547,42.76078471,51.13688213,24,175,64,14,140,123
"09135",909.2694,681,-3.23447784,42.63379704,59.9,0,24,16,0,21,19
"09136",1704.7343,821,-3.8702272,41.62824824,55.32882883,20,125,77,11,127,95
"09137",2242.3596,884,-3.64080598,41.59151372,47.55691057,39,144,63,29,119,127
"09138",696.7868,851,-3.90103978,41.62360723,59.90697674,4,44,38,4,47,39
"09139",1281.0183,882,-3.84946328,41.6048227,58.90291262,1,65,37,1,66,37
"09140",3898.5346,927,-3.75381657,41.52841317,55.58461538,5,78,47,3,76,54
"09141",1202.7613,844,-3.68370032,41.63134947,44.80612245,147,492,145,105,409,375
"09143",3198.8879,949,-3.43744973,42.52845679,53.83333333,3,18,9,1,19,11
"09144",1735.48,1111,-3.26387238,41.89896162,65.46938776,1,24,24,1,30,19
"09148",1975.2942,814,-4.11851974,42.4296993,50.86407767,12,62,29,6,53,50
"09149",1634.6181,740,-3.26436445,42.59152225,61.61538462,2,23,14,1,29,10
"09151",7550.4436,850,-3.68821336,41.77334477,50.18348624,79,334,132,46,311,234
"09152",5770.8524,839,-3.80272078,41.75582525,50.92878338,43,205,89,24,185,152
"09154",790.1439,1004,-3.28755408,41.98598452,56.56875,16,85,59,11,91,69
"09155",8229.7604,907,-3.83058986,41.62103757,62.74074074,0,12,15,0,16,11
"09159",1021.8133,866,-4.04454626,42.31241997,50.7260274,2,54,17,2,47,26
"09160",1222.0449,836,-3.79604071,41.58275795,60.11458333,8,44,44,4,59,37
"09162",1938.6259,949,-3.64328803,42.18905768,46.38410596,12,114,25,10,81,70
"09163",8084.3678,1049,-3.16452427,41.84803122,58.03323263,44,350,268,25,370,292
"09164",3358.1128,860,-3.52024149,41.74316701,56.46073298,15,101,75,8,114,77
"09166",3657.6447,903,-3.92907399,42.52550063,60.17475728,5,61,37,3,60,43
"09167",1407.8317,822,-3.92632608,42.33910182,64.84482759,0,33,25,0,35,23
"09168",2999.0549,804,-3.87349027,41.74103479,52.48587571,46,187,121,36,190,164
"09169",2066.1649,942,-3.42709204,42.06870161,53.89215686,5,78,19,2,65,37
"09170",1278.2724,799,-3.86218969,41.65934654,53.59375,17,141,66,12,118,106
"09172",4869.9696,882,-3.77197585,42.52261291,59.31386861,7,77,53,4,70,67
"09173",3318.1398,1205,-3.08235288,42.11675037,60.46923077,2,84,44,1,74,56
"09174",9781.4578,998,-3.34818682,41.84064135,52.54108858,104,554,279,53,503,434
"09175",8519.2969,959,-4.08374434,42.66868434,63.856,0,74,51,0,82,43
"09176",829.4762,911,-3.6135402,42.40630439,47.04166667,10,46,16,4,45,27
"09177",13026.8812,930,-3.53657685,42.33032757,45.04700855,246,897,261,172,775,629
"09178",563.7455,742,-3.08339489,42.45403129,65.95555556,0,22,23,0,28,17
"09179",1502.4435,886,-3.84655222,41.97440417,53.2195122,1,32,8,1,23,18
"09180",3453.8315,848,-3.98941407,42.2980484,57.09655172,6,88,51,6,81,64
"09181",6641.8952,844,-3.92908507,42.36159446,55.35443038,20,198,98,9,164,152
"09182",1691.4169,787,-4.2424853,42.28928435,62.03658537,0,46,36,0,48,34
"09183",2156.3477,1055,-3.3133968,42.11590227,60.79245283,3,25,25,3,34,19
"09184",1744.9625,968,-3.36039498,42.08424151,62.14285714,0,5,2,0,5,2
"09189",7581.1799,690,-3.38925271,43.04123664,59.2109375,6,72,50,5,71,57
"09190",4589.0392,666,-3.08782904,42.93537884,53.91139241,5,54,20,3,46,33
"09191",2504.4769,1025,-3.44439398,42.12312588,63.94871795,2,20,17,2,23,16
"09192",3099.2142,661,-3.15676643,42.84159722,55.51923077,3,35,14,0,28,24
"09194",16469.48,839,-3.75931385,42.02736001,46.13597843,408,1658,530,252,1300,1296
"09195",1518.9346,641,-3.45743948,42.62493871,56.78688525,3,41,17,3,39,22
"09196",2687.6574,938,-3.67599252,42.14406357,56.99337748,7,96,48,4,91,60
"09197",2516.9662,890,-3.72600171,42.12529574,53.09202454,13,102,48,11,101,62
"09198",3360.8116,827,-3.94188246,42.12035188,54.81355932,13,64,41,7,67,51
"09199",1604.2658,837,-3.9853538,41.66599709,52.25242718,7,70,26,2,57,46
"09200",3402.5439,986,-3.4596205,42.09559599,57.42857143,0,35,14,0,29,20
"09201",1832.2258,1090,-3.36192034,41.92661673,60.67857143,1,16,11,0,21,7
"09202",658.0021,880,-3.94507009,42.45580045,59.58333333,0,12,12,0,16,8
"09206",1341.1128,827,-3.91864255,42.20722435,60.60655738,3,32,26,2,35,26
"09208",5963.1622,985,-3.57389753,42.09553284,61.3411215,11,121,82,7,113,101
"09209",21419.6408,607,-3.48750314,42.92852281,45.56524714,965,3759,1123,619,2971,2876
"09211",10862.3838,806,-4.2435593,42.4054474,52.42143287,143,1032,486,86,901,760
"09213",12197.4602,557,-3.41859895,42.84189463,58.6501548,17,187,119,10,176,147
"09214",10007.1834,707,-3.47355077,43.0672589,53.36507937,66,471,219,52,450,306
"09215",15335.0045,640,-3.62680813,43.02825277,56.10526316,40,238,140,24,235,183
"09216",12016.7368,703,-3.74306054,43.00887417,52.90681818,42,269,129,24,223,217
"09217",12908.9914,618,-3.54271564,42.83101838,57.02356021,25,230,127,15,216,166
"09218",2202.5945,843,-3.69779163,41.57532265,50.99346405,69,263,127,38,249,210
"09219",10132.5309,474,-2.95239566,42.68052075,45.75294878,5864,23036,6708,3865,17483,18125
"09220",2270.3489,798,-3.2008435,42.67317953,61.58666667,1,39,35,0,48,27
"09221",1174.7604,890,-3.66025784,42.26033596,39.14397496,139,435,65,107,355,284
"09223",589.4999,1159,-3.19374583,42.05086787,61.42857143,0,24,18,0,28,14
"09224",3713.8704,873,-3.46985948,42.45805549,50.67630058,15,112,46,6,94,79
"09225",2675.6727,1059,-3.19948624,41.95403419,65.71590909,3,38,47,3,52,36
"09226",1511.2319,1226,-3.11265188,42.14959807,65.33333333,1,33,29,1,37,26
"09227",2353.1849,945,-3.7763975,42.58472261,46.75333333,17,103,30,11,80,70
"09228",1380.6253,915,-3.79174817,41.55247862,52.83888889,16,112,52,10,95,85
"09229",2234.6425,786,-3.96363481,41.61264384,53.41363636,19,136,65,14,116,104
"09230",879.4959,765,-3.32720516,42.68234502,71.35294118,0,12,22,0,14,20
"09231",2842.8688,915,-3.6347466,41.96892176,66.72058824,0,34,34,0,49,19
"09232",6858.9516,1175,-2.99647104,42.06026327,59.81595092,10,91,62,5,96,67
"09235",2602.8091,840,-3.93363431,41.78357017,53.91959799,20,111,68,16,119,80
"09236",704.1701,810,-3.94007202,42.20232284,66.81081081,0,15,22,0,22,15
"09238",16164.0603,600,-3.41176884,42.73430475,59.85234899,70,518,455,42,554,489
"09239",1498.4437,912,-3.70604904,41.83080951,58.63636364,1,36,18,1,31,24
"09241",934.2325,927,-3.5852192,42.36115201,41.84375,54,197,37,37,153,135
"09242",2776.3155,799,-4.17677638,42.40831322,63.92222222,1,45,44,1,52,38
"09243",2311.6677,830,-4.19344038,42.43794991,59.69863014,0,47,26,0,44,29
"09244",2032.8898,777,-3.53246087,42.70499002,63.24,2,27,21,0,25,25
"09246",7039.713,1058,-3.12711081,41.9638196,51.60699865,96,419,228,57,381,362
"09247",1033.8216,780,-4.25660509,42.34361599,56.53846154,2,15,9,2,13,13
"09248",1573.7377,1113,-3.45956152,42.21313022,58.14814815,3,50,28,2,47,34
"09249",869.0799,788,-3.98966907,42.19807877,54.7,6,28,16,2,28,22
"09250",2439.9615,815,-3.98797885,42.20619881,55.44585987,27,175,112,11,169,145
"09251",5845.0548,633,-3.10985574,42.63502775,50.65848214,62,256,130,44,247,201
"09253",1519.7051,876,-3.71056916,41.55255601,48.472,14,79,32,9,75,50
"09255",2978.7128,620,-3.25478667,42.73341015,63.23913043,1,56,35,1,52,40
"09256",6986.1077,835,-3.98820434,41.71263687,52.37899543,44,259,135,31,244,194
"09257",1132.8564,944,-3.97283328,42.44228482,52.85576923,3,77,24,3,60,44
"09258",2841.0693,774,-4.19833669,42.24787588,61.35465116,5,90,77,4,90,82
"09259",4905.9982,845,-3.82136104,42.41028267,54.95435685,12,164,65,4,146,95
"09261",6453.2706,854,-3.47913831,41.68853682,52.73345936,55,310,164,40,267,262
"09262",2902.7245,774,-4.07662217,42.07593729,56.03658537,6,103,55,4,87,77
"09265",1340.1983,736,-3.41326034,42.59020931,60.97435897,0,26,13,0,24,15
"09266",6876.6816,1209,-3.29692813,42.216142,58.29126214,4,63,36,0,66,37
"09267",2817.054,960,-3.69633013,41.90976041,61.88181818,3,58,49,0,66,44
"09268",3252.091,1084,-3.30448269,41.91819947,57.85454545,7,61,42,5,64,46
"09269",1101.2527,978,-3.32887626,42.06812396,62.5,1,19,12,1,21,11
"09270",6831.4946,932,-3.61953707,41.87372939,58.97005988,3,105,59,0,97,70
"09272",8190.1828,757,-3.50149791,42.66582922,57.5379538,17,182,104,11,160,143
"09273",1078.5008,755,-3.34771892,42.50322305,53.66666667,4,38,15,2,36,21
"09274",3054.4991,959,-3.20034051,42.32374993,53.61097257,112,705,386,68,597,606
"09275",3535.0837,812,-3.90290387,42.18663505,62.13368984,0,110,77,0,114,73
"09276",1887.1123,482,-2.83136041,42.76684107,41.21115538,89,373,40,64,273,229
"09277",1638.6631,861,-3.58217517,42.04190193,58.96747967,4,73,46,2,80,43
"09279",2083.5041,848,-3.57638649,41.70065744,53.08713693,20,158,63,13,144,97
"09280",1236.4958,680,-3.36631627,42.58676655,65.75,0,17,11,0,18,10
"09281",1073.5089,845,-3.75133622,41.75912561,56.85064935,12,90,52,5,79,75
"09283",1746.9724,711,-3.29907153,42.66981392,64.02040816,1,21,27,1,25,24
"09287",557.3911,864,-3.68529767,42.45522368,41.16479401,53,190,24,35,153,114
"09288",1587.3741,933,-3.53486269,42.40882342,52.39285714,9,74,29,7,64,48
"09289",5990.4016,1114,-3.04147747,41.9799781,52.25085324,193,1000,565,112,922,836
"09292",1166.5598,837,-3.42684601,42.48208933,55.56470588,0,62,23,0,52,33
"09294",1364.03,884,-3.76868919,41.98834393,53.81967213,12,78,32,7,74,48
"09295",2014.8573,942,-3.51575433,41.97872081,57,2,36,20,1,29,29
"09297",2478.325,843,-3.8438073,42.37213282,47.61256545,49,261,72,36,219,163
"09298",4575.3452,730,-3.19468373,42.54805482,56.46987952,1,55,27,0,48,35
"09301",1338.2063,849,-3.69059682,42.41502564,42.17519182,147,542,93,92,416,366
"09302",3324.2331,1080,-3.19658335,41.8927913,62.53571429,1,62,49,1,67,45
"09303",4063.5236,1184,-3.2694986,42.3191058,58.21686747,3,51,29,2,51,32
"09304",1010.6777,830,-3.83468866,42.3402193,51.6635514,22,139,53,15,114,100
"09306",5050.8812,958,-4.22692744,42.68930436,58.87179487,7,64,46,2,64,53
"09307",1209.8878,740,-3.0651364,42.43828238,54.20535714,6,74,32,3,70,42
"09308",1720.2588,750,-3.11382062,42.46616358,62.16901408,3,38,30,3,42,29
"09309",2066.5824,1113,-2.98501625,41.95798975,50.57865169,38,222,96,28,189,167
"09310",850.502,879,-3.3841814,42.50883459,58.58333333,0,8,4,0,9,3
